id,label,categories
259,"+10,p4: low","priority,unknown"
260,"+10,stale","status,unknown"
262,"+1hr,ready for testing","priority,status"
263,"+2h,+4h,16h","priority,priority,unknown"
264,"+4h,16h","priority,unknown"
265,"+4h,unittest","dev,priority"
267,"+4hr,ready for testing","priority,status"
268,"+8h,16h","priority,unknown"
269,"+8h,16h,duplicate","priority,status,unknown"
271,"+backtrace,bug-regression","complex,topic"
274,"+feature,billing","topic,type"
275,"+p3,-size-xs","topic,unknown"
276,"+p3,[bug]","type,unknown"
278,"+p5,-size-xs","topic,unknown"
280,"+plan,bug,complexity:low,help wanted","priority,status,topic,type"
281,"+plan,bug,help wanted,localization","status,topic,topic,type"
282,"+plan,complexity:low,help wanted","priority,status,topic"
283,"+plan,help wanted","status,topic"
287,"+upstreamed,vim-patch","topic,topic"
289,"+workaround,bug","topic,type"
292,"- bug tracker -,fixed in develop","complex,topic"
294,"- bugs -,feature/ipc","topic,type"
298,"- lots of comments,resolution: duplicate","status,topic"
299,"- lots of comments,resolution: won't fix","status,topic"
301,"- mailing list -,feature/config","topic,topic"
302,"- mailing list -,feature/logging,help wanted","status,topic,topic"
303,"- mailing list -,feature/ssl","topic,topic"
304,"- mailing list -,improvement","topic,type"
306,"- mailling list -,fixed in develop","complex,topic"
307,"- mailling list -,fixed in develop,stale","complex,status,topic"
309,"- refactor,pink","type,unknown"
312,"--minage --maxage,--search","topic,topic"
314,"--pre,status:user_feedback","status,topic"
318,"-release-highlight,improvement","dev,type"
321,".,detail,wontadd","status,topic,unknown"
322,".,diff,emacs,wontadd","status,topic,topic,unknown"
323,".,git,wontadd","status,topic,unknown"
324,".,wontadd","status,unknown"
325,".,wontfix","status,unknown"
326,"...wont-fix,that's tough!","priority,status"
328,"..pri: 1,.kind: codebug","complex,priority"
329,"..pri: 1,.kind: codebug,feature: accessibility","complex,priority,topic"
330,"..pri: 1,.kind: codebug,resolution: won't fix","complex,priority,status"
331,"..pri: 1,feature: accessibility","priority,topic"
332,"..pri: 1,feature: autosuggestbox","priority,topic"
333,"..pri: 1,feature: autosuggestbox,stale","priority,status,topic"
334,"..pri: 1,feature: flyout","priority,topic"
335,"..pri: 1,feature: flyout,feature: menu","priority,topic,topic"
336,"..pri: 1,feature: flyout,stale","priority,status,topic"
337,"..pri: 1,feature: hub","priority,topic"
338,"..pri: 1,feature: hub,feature: splitview","priority,topic,topic"
339,"..pri: 1,hot","priority,priority"
340,"..pri: 1,platform: all","env,priority"
342,"..pri: 2,..status: investigate","priority,status"
343,"..pri: 2,..status: investigate,stale","priority,status,status"
344,"..pri: 2,.kind: codebug","complex,priority"
345,"..pri: 2,.kind: codebug,feature: intrinsiccontrols","complex,priority,topic"
346,"..pri: 2,.kind: codebug,feature: pages","complex,priority,topic"
347,"..pri: 2,.kind: codebug,platform: firefox","complex,env,priority"
348,"..pri: 2,.kind: codebug,platform: ios","complex,env,priority"
349,"..pri: 2,.kind: codebug,stale","complex,priority,status"
350,"..pri: 2,.kind: docbug","complex,priority"
351,"..pri: 2,.kind: docbug,platform: chrome,platform: firefox,platform: ios,platform: safari","complex,env,env,env,env,priority"
352,"..pri: 2,.kind: testbug","complex,priority"
353,"..pri: 2,.kind: testbug,stale","complex,priority,status"
354,"..pri: 2,feature: searchbox","priority,topic"
355,"..pri: 2,platform: chrome,platform: firefox,platform: ios,platform: safari","env,env,env,env,priority"
356,"..pri: 2,platform: ie","env,priority"
357,"..pri: 2,stale","priority,status"
359,"..pri: 3,.kind: codebug","complex,priority"
360,"..pri: 3,.kind: codebug,feature: menu","complex,priority,topic"
361,"..pri: 3,.kind: codebug,stale","complex,priority,status"
362,"..pri: 3,feature: appbar","priority,topic"
363,"..pri: 3,resolution: won't fix","priority,status"
364,"..pri: 3,stale","priority,status"
366,"..status: investigate,.kind: codebug","complex,status"
367,".5,ready","status,unknown"
369,".addfile(),.write()","topic,topic"
371,".clients.fdsn,question","topic,type"
373,".core,wontfix","status,topic"
380,".imaging,cleanup","topic,type"
381,".imaging,cleanup,priority: high","priority,topic,type"
383,".insert() (upload),fixed","status,topic"
384,".io,task","topic,type"
386,".io.nordic,bug","topic,type"
389,".kind: codebug,feature: accessibility","complex,topic"
390,".kind: codebug,feature: menu","complex,topic"
391,".kind: codebug,feature: pages","complex,topic"
392,".kind: codebug,platform: all","complex,env"
393,".kind: codebug,platform: chrome,platform: firefox,platform: safari","complex,env,env,env"
394,".kind: codebug,stale","complex,status"
395,".kind: designissue,feature: intrinsiccontrols","complex,topic"
397,".kind: docbug,resolution: won't fix","complex,status"
399,".kind: featurerequest,resolution: won't fix","status,type"
402,".kind: testbug,feature: searchbox,feature: trywinjs,platform: safari","complex,env,topic,topic"
404,".link(),react","env,topic"
408,".net core support,runtime","topic,topic"
409,".net core support,runtime,up-for-grabs","status,topic,topic"
411,".net debug,external","env,topic"
413,".net,.net-ue3","topic,topic"
414,".net,.net-ue3,.net-winforms,xaudio2","topic,topic,topic,topic"
415,".net,.net-ue3,xaudio2","topic,topic,topic"
416,".net,.net-winforms","topic,topic"
417,".net,.net-winforms,regression","topic,topic,type"
418,".net,.net-wpf","topic,topic"
419,".net,.net-wpf,xaudio2","topic,topic,topic"
420,".net,dxvk/d3d9","topic,unknown"
421,".net,mesa drivers","topic,topic"
422,".net,overlay","topic,topic"
423,".net,xaudio2","topic,topic"
424,".net-ue3,xaudio2","topic,topic"
429,".pipe(),documentation,help wanted","status,topic,type"
430,".pipe(),help wanted","status,topic"
432,".serve(),gridfs","topic,topic"
436,".write(),gridfs","topic,topic"
440,"/me,[status] stale","status,unknown"
441,"/me,[type] enhancement","type,unknown"
447,"0 - backlog,4 - in review,documentation,mrtk usability","status,status,topic,type"
448,"0 - backlog,4 - in review,documentation,spatial mapping / awareness","status,status,topic,type"
449,"0 - backlog,adapter","status,topic"
450,"0 - backlog,awaiting feedback","status,status"
451,"0 - backlog,b - enhancement","status,type"
452,"0 - backlog,blocking,duplicate,speech,urgency-soon","priority,priority,status,status,topic"
453,"0 - backlog,blocking,speech,urgency-soon","priority,priority,status,topic"
454,"0 - backlog,bug","status,type"
455,"0 - backlog,bug,easier-admin,f:request-management","complex,status,topic,type"
456,"0 - backlog,bug,f:user-profiles","status,topic,type"
457,"0 - backlog,bug,t:research","status,topic,type"
458,"0 - backlog,bug,urgency-soon","priority,status,type"
459,"0 - backlog,compliancy,enhancement,python","env,status,topic,type"
460,"0 - backlog,consider for next iteration,extensibility","status,status,topic"
461,"0 - backlog,controller visualization","status,topic"
462,"0 - backlog,controller visualization,duplicate","status,status,topic"
463,"0 - backlog,cross platform","status,topic"
464,"0 - backlog,dde partner","status,topic"
465,"0 - backlog,dde partner,mrw cares","status,topic,topic"
466,"0 - backlog,dde partner,mrw cares,performance","status,topic,topic,topic"
467,"0 - backlog,dde partner,ux controls","status,topic,topic"
468,"0 - backlog,design:done,enhancement","status,status,type"
469,"0 - backlog,discussion","status,type"
470,"0 - backlog,documentation","status,type"
471,"0 - backlog,documentation,help wanted","status,status,type"
472,"0 - backlog,documentation,mrtk usability","status,topic,type"
473,"0 - backlog,duplicate","status,status"
474,"0 - backlog,eclipse","status,topic"
475,"0 - backlog,editor,mrtk usability","status,topic,topic"
476,"0 - backlog,emulator,hololens","status,topic,topic"
477,"0 - backlog,emulator,hololens,stale","status,status,topic,topic"
478,"0 - backlog,emulator,input simulation","status,topic,topic"
479,"0 - backlog,emulator,input simulation,xbox controller","status,topic,topic,topic"
480,"0 - backlog,enhancement","status,type"
481,"0 - backlog,enhancement,f:admin","status,topic,type"
482,"0 - backlog,enhancement,f:admin,x:uk","status,topic,type,unknown"
483,"0 - backlog,enhancement,f:delivery-status,f:framework,f:request-management","status,status,topic,topic,type"
484,"0 - backlog,enhancement,f:framework","status,topic,type"
485,"0 - backlog,enhancement,f:user-profiles,x:uk","status,topic,type,unknown"
486,"0 - backlog,enhancement,python","env,status,type"
487,"0 - backlog,example/test scene","status,topic"
488,"0 - backlog,example/test scene,help wanted","status,status,topic"
489,"0 - backlog,extensibility","status,topic"
490,"0 - backlog,extension,hack week,mrtk usability","dev,status,topic,topic"
491,"0 - backlog,eye tracking","status,topic"
492,"0 - backlog,eye tracking,help wanted","status,status,topic"
493,"0 - backlog,f:admin,f:authorities,improvement,x:uk","status,topic,topic,type,unknown"
494,"0 - backlog,f:admin,x:uk","status,topic,unknown"
495,"0 - backlog,f:authorities,improvement,t:design,x:uk","dev,status,topic,type,unknown"
496,"0 - backlog,f:authorities,improvement,x:uk","status,topic,type,unknown"
497,"0 - backlog,f:authorities,x:uk","status,topic,unknown"
498,"0 - backlog,f:classification,t:design,x:uk","dev,status,topic,unknown"
499,"0 - backlog,f:embargoes,professional,x:uk","status,topic,topic,unknown"
500,"0 - backlog,f:framework","status,topic"
501,"0 - backlog,f:framework,improvement","status,topic,type"
502,"0 - backlog,f:request-analysis,x:uk","status,topic,unknown"
503,"0 - backlog,f:request-creation,improvement","status,topic,type"
504,"0 - backlog,f:request-creation,wdtk-team-priority,x:uk","priority,status,topic,unknown"
505,"0 - backlog,f:request-creation,x:uk","status,topic,unknown"
506,"0 - backlog,f:request-management","status,topic"
507,"0 - backlog,f:request-management,x:uk","status,topic,unknown"
508,"0 - backlog,f:search","status,topic"
509,"0 - backlog,f:user-profiles","status,topic"
510,"0 - backlog,f:user-profiles,x:uk","status,topic,unknown"
511,"0 - backlog,feature request","status,type"
512,"0 - backlog,fixed","status,status"
513,"0 - backlog,g - release team","dev,status"
514,"0 - backlog,gltf","status,unknown"
515,"0 - backlog,gltf,hack week","dev,status,unknown"
516,"0 - backlog,hack week","dev,status"
517,"0 - backlog,help wanted","status,status"
518,"0 - backlog,help wanted,solvers","status,status,topic"
519,"0 - backlog,hololens,stale,unityui","status,status,topic,topic"
520,"0 - backlog,hololens,unityui","status,topic,topic"
521,"0 - backlog,improvement","status,type"
522,"0 - backlog,improvement,re-user-experience","status,topic,type"
523,"0 - backlog,improvement,user-experience","status,topic,type"
524,"0 - backlog,input simulation","status,topic"
525,"0 - backlog,input system","status,topic"
526,"0 - backlog,input system - input actions","status,topic"
527,"0 - backlog,input system,input system - input actions","status,topic,topic"
528,"0 - backlog,intellij","status,topic"
529,"0 - backlog,intellij,help wanted","status,status,topic"
530,"0 - backlog,interactions","status,topic"
531,"0 - backlog,interactions,urgency-soon","priority,status,topic"
532,"0 - backlog,interactions,ux controls - interactable","status,topic,topic"
533,"0 - backlog,invalid","status,status"
534,"0 - backlog,investigate","status,status"
535,"0 - backlog,issue-bug","status,type"
536,"0 - backlog,issue-discussion","status,type"
537,"0 - backlog,javascript","env,status"
538,"0 - backlog,language & compiler","status,topic"
539,"0 - backlog,language & compiler,dependency patch,wontfix","status,status,topic,topic"
540,"0 - backlog,legacy (holotoolkit)","status,topic"
541,"0 - backlog,longer,must","priority,status,unknown"
542,"0 - backlog,module: infrastructure","status,topic"
543,"0 - backlog,move to dotnet cli,design:done,enhancement","complex,status,status,type"
544,"0 - backlog,mrw cares,solvers","status,topic,topic"
545,"0 - backlog,multi-gpu","status,topic"
546,"0 - backlog,must","priority,status"
547,"0 - backlog,priority-medium","priority,status"
548,"0 - backlog,profile and inspectors","status,topic"
549,"0 - backlog,profile and inspectors,urgency-soon","priority,status,topic"
550,"0 - backlog,question","status,type"
551,"0 - backlog,quick","priority,status"
552,"0 - backlog,scholar 3.x","status,version"
553,"0 - backlog,services","status,topic"
554,"0 - backlog,shaders / materials","status,topic"
555,"0 - backlog,shell parity,ux controls,ux controls - buttons","status,topic,topic,topic"
556,"0 - backlog,sim paper,ready","status,status,topic"
557,"0 - backlog,solvers","status,topic"
558,"0 - backlog,solvers,ux controls","status,topic,topic"
559,"0 - backlog,spatial mapping / awareness","status,topic"
560,"0 - backlog,speech","status,topic"
561,"0 - backlog,speech,stale","status,status,topic"
562,"0 - backlog,stale,vr","status,status,topic"
563,"0 - backlog,t:design","dev,status"
564,"0 - backlog,task","status,type"
565,"0 - backlog,tests","dev,status"
566,"0 - backlog,ui / ux","status,topic"
567,"0 - backlog,urgency-soon","priority,status"
568,"0 - backlog,ux controls","status,topic"
569,"0 - backlog,ux,javascript","env,status,topic"
570,"0 - backlog,vr","status,topic"
571,"0 - backlog,wontfix","status,status"
572,"0 - backlog,x:eu","status,unknown"
573,"0 - backlog,x:nepal","status,unknown"
574,"0 - backlog,x:nepal,x:turkey","status,unknown,unknown"
575,"0 - backlog,x:uk","status,unknown"
576,"0 - backlog,xslt","status,topic"
579,"0 - idea box,can't reproduce","status,status"
580,"0 - idea box,duplicate","status,status"
585,"0 - ready to close,3 - needed","status,status"
586,"0 - ready to close,4 - important","priority,status"
588,"0 - task,8 - invalid","status,status"
592,"0 - _triaging,bug","status,type"
596,"0 priority,release 1.0","priority,version"
598,"0-icebox,blocked","status,status"
601,"0. needs triage,stale","status,status"
603,"0. ready for analysis,api","status,topic"
608,"0.1.0,annotations","topic,version"
609,"0.1.0,awaiting reply","status,version"
610,"0.1.0,fixed in upcoming release,awaiting reply","status,status,version"
611,"0.1.0,release stopper","priority,version"
621,"0.19.x,addressed-with-brave-core,bug,wontfix","complex,status,type,version"
622,"0.19.x,bug","type,version"
627,"0.25 point,finish,start","status,topic,unknown"
629,"0.3.8,enhancement,good first issue","priority,type,version"
630,"0.3.8,good first issue","priority,version"
637,"0.5 point,finish,start","status,topic,unknown"
638,"0.5,blocked","status,version"
639,"0.5,databinding","topic,version"
640,"0.5,dev-tools extension","topic,version"
641,"0.5,done,started","status,status,version"
642,"0.5,started","status,version"
644,"0.5.0,1.2.2","version,version"
646,"0.5.1,html","topic,version"
648,"0.5.2,html","topic,version"
650,"0.5.3,my3d-feature-pack","topic,version"
654,"0.6.6 blocker,help wanted","complex,status"
656,"0.6.x only,wontfix","status,version"
658,"0.7,accepted","status,version"
661,"0.75,finished","status,version"
667,"0.8.6,broadcast","topic,version"
668,"0.8.6,broadcast,fixed","status,topic,version"
669,"0.8.6,indexing","topic,version"
670,"0.8.6,knetarray","topic,version"
671,"0.8.6,knetarray,indexing","topic,topic,version"
672,"0.8.6,knetarray,indexing,project","topic,topic,type,version"
675,"0.9.0,documentation","type,version"
680,"0.9.4.x,help wanted","status,version"
683,"0.9.5.x,help wanted","status,version"
687,"0.92.3,fixed","status,version"
689,"0.95,priority/high,severity/major","priority,priority,version"
694,"00 - bug,06 - regression","type,type"
698,"01 - enhancement,23 - wish list","priority,type"
700,"01 enhancement,10 reviewed by peer,11 waiting for closing","status,status,type"
701,"01 enhancement,17 waiting for information","status,type"
703,"01 type: bug,41 lvl: easy","priority,type"
704,"01 type: bug,99 tag: ux integrator/themer","topic,type"
706,"0158,epic","unknown,unknown"
707,"0158,epic,needs scoping","status,unknown,unknown"
708,"0158,needs scoping","status,unknown"
709,"0158,planning","status,unknown"
710,"0158,spatial","topic,unknown"
713,"01canvas,02product","topic,topic"
714,"01canvas,canvasapp","topic,topic"
715,"01canvas,canvasapp,product-bug","complex,topic,topic"
716,"01canvas,product-feedback","topic,topic"
718,"01cds,in-progress","status,topic"
719,"01cds,resolved","status,topic"
721,"01dev,doc-bug","complex,topic"
722,"01dev,waiting-on-internal-feedback","status,topic"
724,"01model-driven,resolved","status,topic"
725,"01model-driven,waiting-on-internal-feedback","status,topic"
728,"02 bug,09 pending peer review","status,type"
729,"02 bug,17 waiting for information","status,type"
731,"02 type: regression,12 prio: high,21 status: confirmed","priority,status,type"
732,"02 type: regression,21 status: confirmed","status,type"
733,"02 type: regression,21 status: confirmed,99 tag: ux site admin","status,topic,type"
734,"02 type: regression,41 lvl: easy,99 tag: ux editor","priority,topic,type"
739,"03 type: feature (plip),13 prio: normal,21 status: confirmed","complex,priority,status"
740,"03 type: feature (plip),21 status: confirmed","complex,status"
744,"04 type: enhancement,13 prio: normal,31 needs: help,42 lvl: moderate","priority,priority,status,type"
745,"04 type: enhancement,14 prio: low,31 needs: help,41 lvl: easy","priority,priority,status,type"
746,"04 type: enhancement,21 status: confirmed,99 tag: ux site admin","status,topic,type"
747,"04 type: enhancement,32 needs: review,99 tag: ux site admin","status,topic,type"
748,"04 type: enhancement,42 lvl: moderate,99 tag: ux integrator/themer","priority,topic,type"
749,"04 type: enhancement,99 tag: ux site admin","topic,type"
753,"06 - regression,09 - backport-candidate","topic,type"
754,"06 - regression,component: numpy.lib","topic,type"
758,"08 ide,17 waiting for information","status,topic"
761,"0: easy,c: client","priority,topic"
762,"0: easy,x:whistleblowing.it","priority,topic"
765,"0th,1st","unknown,unknown"
771,"1 - backlog,enhancement","status,type"
772,"1 - backlog,epic","status,unknown"
773,"1 - backlog,new feature","status,type"
774,"1 - backlog,question","status,type"
776,"1 - contender,difficulty 1","priority,topic"
777,"1 - contender,for:writeinpublic","topic,topic"
779,"1 - counters,wontfix","status,topic"
784,"1 - minor,fix found,fixed in 2.7.x,pr submitted","complex,priority,status,status"
785,"1 - minor,fix found,pr submitted","priority,status,status"
789,"1 - planning,documentation issue","status,type"
790,"1 - planning,documentation issue,res - fixed","status,status,type"
791,"1 - planning,investigate","status,status"
792,"1 - planning,spectatorview","status,topic"
793,"1 - queue,low","priority,topic"
796,"1 - ready to test on stage,2 - tested and working on stage","status,status"
797,"1 - ready to test on stage,medium priority","priority,status"
798,"1 - ready to test on stage,medium priority,needs-db-changes","priority,status,status"
799,"1 - ready,2 - working","status,status"
800,"1 - ready,2 - working,3 - testing","status,status,status"
801,"1 - ready,2 - working,3 - testing,5 - released","status,status,status,status"
802,"1 - ready,3 - done","status,status"
803,"1 - ready,backlog","status,status"
804,"1 - ready,bug","status,type"
805,"1 - ready,ccda generator","status,topic"
806,"1 - ready,constraints,help wanted","status,status,topic"
807,"1 - ready,cost: l,out-of-process","priority,status,status"
808,"1 - ready,cost: m","priority,status"
809,"1 - ready,cost: s","priority,status"
810,"1 - ready,data model","status,topic"
811,"1 - ready,dev","dev,status"
812,"1 - ready,documentation,schema","status,topic,type"
813,"1 - ready,enhancement","status,type"
814,"1 - ready,enhancement,needs design","status,status,type"
815,"1 - ready,enhancement,super-triage","status,status,type"
816,"1 - ready,essential","priority,status"
817,"1 - ready,help wanted","status,status"
818,"1 - ready,ios","env,status"
819,"1 - ready,m9","status,unknown"
820,"1 - ready,need to test","status,status"
821,"1 - ready,on hold","status,status"
822,"1 - ready,pollo","status,unknown"
823,"1 - ready,pri: 2 - preferred","priority,status"
824,"1 - ready,priority","priority,status"
825,"1 - ready,rails","env,status"
826,"1 - ready,translations","status,topic"
827,"1 - ready,ui,ux,bug","status,topic,topic,type"
829,"1 - staged,p3,qwat and qgep","status,unknown,unknown"
830,"1 - staged,p3,qwat and qgep,ready","status,status,unknown,unknown"
831,"1 - staged,qwat","status,unknown"
833,"1 - to develop,core-bug","complex,status"
836,"1 - triaged,3 - in progress,help wanted","status,status,status"
837,"1 - triaged,good first issue,hackathon","priority,status,topic"
838,"1 - triaged,help wanted","status,status"
839,"1 - triaged,nice-to-have (low-prio)","complex,status"
840,"1 - triaged,t:build","dev,status"
841,"1 - triaged,t:typed","status,topic"
849,"1 - working,2- peer review","status,status"
850,"1 - working,2- peer review,add to cf backlog","status,status,status"
852,"1 :rabbit:,p1","priority,unknown"
854,"1 analyzing,3 rocksdb","status,topic"
855,"1 analyzing,waiting user reply","status,status"
857,"1 bug,2 fixed","status,type"
859,"1 chyba,release-3.5.10","unknown,version"
861,"1 day,interface change","priority,topic"
862,"1 day,medium-priority","priority,priority"
868,"1 point,finish,start","status,topic,unknown"
869,"1 point,impact-1","priority,unknown"
870,"1 point,impact-1,mapping","priority,topic,unknown"
872,"1 priority,high","priority,priority"
873,"1 question,20 frontend","topic,type"
875,"1 sp,portal-andino-theme","topic,unknown"
877,"1 story,2 b.api,2 b.ui","topic,topic,unknown"
878,"1 story,2 b.api,2 b.ui,won't fix","status,topic,topic,unknown"
880,"1,bug","type,unknown"
881,"1,current phase","dev,unknown"
882,"1,done,started","status,status,unknown"
883,"1,enhancement (client)","complex,unknown"
884,"1,enhancement (client),tracked","complex,status,unknown"
885,"1,help-wanted","status,unknown"
886,"1,needs-review","status,unknown"
887,"1,p2","unknown,unknown"
888,"1,started","status,unknown"
889,"1,tracked","status,unknown"
890,"1,ui","topic,unknown"
891,"1,uncategorized","status,unknown"
892,"1,underestimated","status,unknown"
893,"1,wontfix","status,unknown"
896,"1- fixed,2 - bug","status,type"
900,"1-25 xuc,good first issue","priority,topic"
904,"1-backlog,p1","priority,status"
905,"1-backlog,p1,quick win","priority,priority,status"
906,"1-backlog,p2","status,unknown"
907,"1-backlog,p2,quick win","priority,status,unknown"
915,"1-high-priority,bug","priority,type"
916,"1-high-priority,wont-fix","priority,status"
918,"1-level,resolved","status,unknown"
921,"1-other,3-regression","status,type"
922,"1-other,4-information-requested","status,status"
924,"1-team,app starter,investigation","dev,status,topic"
927,"1-viewer,3-regression","topic,type"
929,"1. bug,minor_importance","priority,type"
930,"1. developing,needs info/discussion","status,status"
936,"1. to develop,bounty","status,status"
937,"1. to develop,bounty,question","status,status,type"
938,"1. to develop,good first issue","priority,status"
939,"1. to develop,help wanted","status,status"
940,"1. to develop,low","priority,status"
947,"1.0,bug","type,version"
948,"1.0,docs,feature","type,type,version"
949,"1.0,good first issue","priority,version"
950,"1.0,server","topic,version"
951,"1.0,stale","status,version"
952,"1.0-breakage,ci","dev,version"
955,"1.0-requirement,enhancement,variantbuilder","topic,type,version"
958,"1.0.0 beta5 release,help wanted","status,version"
959,"1.0.0 beta5 release,help wanted,serviceability","status,topic,version"
960,"1.0.0 beta5 release,spike","topic,version"
963,"1.0.0 beta7 release,spike","topic,version"
964,"1.0.0 beta7 release,unplanned","status,version"
967,"1.0.0,ci/cd/tests","dev,version"
968,"1.0.0,deprecated","status,version"
969,"1.0.0,documentation","type,version"
970,"1.0.0,epic","unknown,version"
971,"1.0.0,localdev","topic,version"
972,"1.0.0,performance","topic,version"
975,"1.0.1,1.1.0","version,version"
977,"1.0.x,help wanted","status,version"
978,"1.05,2.01","version,version"
980,"1.1,1.2","version,version"
981,"1.1,completed","status,version"
982,"1.1,high priority","priority,version"
983,"1.1,publication-blocker","priority,version"
986,"1.1.0,558:core automation","topic,version"
987,"1.1.0,spike","topic,version"
995,"1.10,bug in other software","complex,version"
996,"1.10,cannot reproduce","status,version"
997,"1.10,code complete","status,version"
1001,"1.10.2 repository,moved to new repository","complex,version"
1002,"1.10.2,factories","topic,version"
1003,"1.10.2,preformance","topic,version"
1006,"1.11.2,fixed in dev","complex,version"
1007,"1.11.2,fixed,fixed in dev","complex,status,version"
1009,"1.11.2-only,fixed/added next update","complex,version"
1011,"1.12,Bug","type,version"
1012,"1.12,bug-major","complex,version"
1013,"1.12,causedbyothermod","topic,version"
1014,"1.12,code complete","status,version"
